id,fips,date,newcase,newdeath
12510,13095,6/8/2020,14,0
12649,13097,6/8/2020,15,2
12788,13117,6/8/2020,10,0
12927,13121,6/8/2020,66,19
13066,13135,6/8/2020,117,5
13205,13139,6/8/2020,38,0
13344,13151,6/8/2020,16,0
13483,13153,6/8/2020,4,0
13622,13215,6/8/2020,54,1
13761,13245,6/8/2020,21,4
13900,15003,6/8/2020,1,0
14039,16001,6/8/2020,6,0
14178,16027,6/8/2020,5,0
14317,17019,6/8/2020,6,0
14456,17031,6/8/2020,392,15
14595,17043,6/8/2020,46,2
14734,17089,6/8/2020,63,0
14873,17091,6/8/2020,3,0
15012,17093,6/8/2020,4,0
15151,17097,6/8/2020,40,1
15290,17111,6/8/2020,9,0
15429,17119,6/8/2020,3,0
15568,17161,6/8/2020,2,0
15707,17163,6/8/2020,5,1
15846,17197,6/8/2020,27,0
15985,17201,6/8/2020,31,1
16124,18003,6/8/2020,13,3
16263,18019,6/8/2020,1,0
16402,18039,6/8/2020,24,0
16541,18057,6/8/2020,4,0
16680,18063,6/8/2020,1,0
16819,18081,6/8/2020,6,0
16958,18089,6/8/2020,19,4
17097,18091,6/8/2020,3,0
17236,18095,6/8/2020,2,0
17375,18097,6/8/2020,32,2
17514,18127,6/8/2020,3,0
17653,18141,6/8/2020,12,3
17792,19013,6/8/2020,10,0
17931,19103,6/8/2020,0,0
18070,19113,6/8/2020,11,0
18209,19153,6/8/2020,78,2
18348,19163,6/8/2020,5,0
18487,19193,6/8/2020,17,0
18626,20091,6/8/2020,37,0
18765,20173,6/8/2020,6,0
18904,20209,6/8/2020,52,0
19043,21015,6/8/2020,6,0
19182,21067,6/8/2020,48,0
19321,21111,6/8/2020,61,0
19460,21117,6/8/2020,9,0
19599,21227,6/8/2020,15,0
19738,22005,6/8/2020,7,0
19877,22015,6/8/2020,1,0
20016,22017,6/8/2020,6,0
20155,22019,6/8/2020,5,0
20294,22033,6/8/2020,14,0
20433,22051,6/8/2020,23,3
20572,22055,6/8/2020,17,1
20711,22063,6/8/2020,4,0
20850,22071,6/8/2020,7,0
20989,22073,6/8/2020,30,0
21128,22079,6/8/2020,18,0
21267,22103,6/8/2020,3,1
21406,22105,6/8/2020,0,0
21545,22109,6/8/2020,4,0
21684,23005,6/8/2020,4,0
21823,24003,6/8/2020,31,0
21962,24005,6/8/2020,61,2
22101,24013,6/8/2020,2,0
22240,24017,6/8/2020,9,0
22379,24021,6/8/2020,21,0
22518,24025,6/8/2020,4,0
22657,24027,6/8/2020,31,1
22796,24031,6/8/2020,84,3
22935,24033,6/8/2020,89,4
23074,24043,6/8/2020,3,0
23213,24045,6/8/2020,7,0
23352,24510,6/8/2020,67,1
23491,25001,6/8/2020,2,0
23630,25003,6/8/2020,1,1
23769,25005,6/8/2020,15,4
23908,25009,6/8/2020,19,3
24047,25013,6/8/2020,12,2
24186,25015,6/8/2020,2,2
24325,25017,6/8/2020,58,6
24464,25021,6/8/2020,2,3
24603,25023,6/8/2020,9,4
24742,25025,6/8/2020,27,7
24881,25027,6/8/2020,26,4
25020,26021,6/8/2020,4,3
25159,26025,6/8/2020,4,0
25298,26049,6/8/2020,2,0
25437,26065,6/8/2020,3,0
25576,26075,6/8/2020,0,0
25715,26077,6/8/2020,5,0
25854,26081,6/8/2020,13,3
25993,26093,6/8/2020,3,0
26132,26099,6/8/2020,10,0
26271,26115,6/8/2020,2,0
26410,26121,6/8/2020,3,1
26549,26125,6/8/2020,128,1
26688,26139,6/8/2020,1,1
26827,26145,6/8/2020,1,0
26966,26147,6/8/2020,0,0
27105,26161,6/8/2020,0,1
27244,26163,6/8/2020,68,5
27383,27003,6/8/2020,31,2
27522,27037,6/8/2020,19,0
27661,27053,6/8/2020,108,5
27800,27109,6/8/2020,11,0
27939,27123,6/8/2020,46,3
28078,27145,6/8/2020,1,0
28217,28033,6/8/2020,22,0
28356,28049,6/8/2020,27,0
28495,28059,6/8/2020,8,1
28634,28089,6/8/2020,11,0
28773,29095,6/8/2020,52,0
28912,29099,6/8/2020,4,0
29051,29183,6/8/2020,4,1
29190,29189,6/8/2020,29,7
29329,29510,6/8/2020,20,2
29468,31055,6/8/2020,60,0
29607,31109,6/8/2020,14,0
29746,32003,6/8/2020,109,4
29885,32031,6/8/2020,24,0
30024,33011,6/8/2020,22,0
30163,33015,6/8/2020,6,0
30302,34001,6/8/2020,19,0
30441,34003,6/8/2020,26,3
30580,34005,6/8/2020,13,0
30719,34007,6/8/2020,28,5
30858,34011,6/8/2020,11,0
30997,34013,6/8/2020,40,3
31136,34015,6/8/2020,4,0
31275,34017,6/8/2020,19,8
31414,34019,6/8/2020,2,0
31553,34021,6/8/2020,18,3
31692,34023,6/8/2020,29,3
31831,34025,6/8/2020,20,0
31970,34027,6/8/2020,10,0
32109,34029,6/8/2020,19,7
32248,34031,6/8/2020,12,3
32387,34035,6/8/2020,8,1
32526,34037,6/8/2020,1,0
32665,34039,6/8/2020,55,2
32804,34041,6/8/2020,3,3
32943,35001,6/8/2020,8,0
33082,35043,6/8/2020,3,0
33221,35045,6/8/2020,24,1
33360,36001,6/8/2020,17,0
33499,36005,6/8/2020,72,9
33638,36007,6/8/2020,4,1
33777,36027,6/8/2020,6,0
33916,36029,6/8/2020,45,3
34055,36047,6/8/2020,129,8
34194,36055,6/8/2020,13,0
34333,36059,6/8/2020,43,3
34472,36061,6/8/2020,39,6
34611,36063,6/8/2020,4,3
34750,36065,6/8/2020,27,1
34889,36067,6/8/2020,16,1
35028,36071,6/8/2020,9,1
35167,36081,6/8/2020,134,5
35306,36083,6/8/2020,1,0
35445,36085,6/8/2020,10,0
35584,36087,6/8/2020,15,0
35723,36091,6/8/2020,2,0
35862,36093,6/8/2020,1,0
36001,36103,6/8/2020,48,4
36140,36111,6/8/2020,3,0
36279,36119,6/8/2020,46,3
36418,37025,6/8/2020,11,0
36557,37051,6/8/2020,6,0
36696,37063,6/8/2020,66,0
36835,37067,6/8/2020,42,0
36974,37081,6/8/2020,51,0
37113,37089,6/8/2020,3,0
37252,37119,6/8/2020,173,1
37391,37151,6/8/2020,9,0
37530,37155,6/8/2020,6,0
37669,37159,6/8/2020,10,0
37808,37179,6/8/2020,17,1
37947,37183,6/8/2020,65,0
38086,37191,6/8/2020,29,0
38225,38017,6/8/2020,6,0
38364,39017,6/8/2020,14,0
38503,39029,6/8/2020,3,1
38642,39035,6/8/2020,52,15
38781,39049,6/8/2020,74,1
38920,39061,6/8/2020,31,1
39059,39093,6/8/2020,8,1
39198,39095,6/8/2020,6,1
39337,39099,6/8/2020,5,1
39476,39113,6/8/2020,26,0
39615,39133,6/8/2020,2,0
39754,39151,6/8/2020,4,0
39893,39153,6/8/2020,23,1
40032,39155,6/8/2020,4,0
40171,40027,6/8/2020,4,0
40310,40109,6/8/2020,15,0
40449,40143,6/8/2020,8,0
40588,41047,6/8/2020,0,0
40727,41051,6/8/2020,0,0
40866,41067,6/8/2020,0,0
41005,42003,6/8/2020,5,1
41144,42007,6/8/2020,0,0
41283,42011,6/8/2020,17,1
41422,42017,6/8/2020,17,0
41561,42029,6/8/2020,49,1
41700,42037,6/8/2020,0,0
41839,42041,6/8/2020,3,0
41978,42043,6/8/2020,18,0
42117,42045,6/8/2020,10,0
42256,42055,6/8/2020,3,0
42395,42069,6/8/2020,1,1
42534,42071,6/8/2020,42,0
42673,42075,6/8/2020,10,0
42812,42077,6/8/2020,13,1
42951,42079,6/8/2020,0,1
43090,42089,6/8/2020,3,0
43229,42091,6/8/2020,28,2
43368,42095,6/8/2020,17,0
43507,42101,6/8/2020,82,1
43646,42103,6/8/2020,0,0
43785,42107,6/8/2020,1,0
43924,42129,6/8/2020,2,0
44063,42133,6/8/2020,4,0
44202,44003,6/8/2020,53,5
44341,44007,6/8/2020,907,14
44480,44009,6/8/2020,14,5
44619,45013,6/8/2020,14,0
44758,45019,6/8/2020,35,0
44897,45041,6/8/2020,7,0
45036,45045,6/8/2020,115,1
45175,45063,6/8/2020,43,0
45314,45079,6/8/2020,46,2
45453,45083,6/8/2020,31,1
45592,45085,6/8/2020,10,0
45731,46099,6/8/2020,2,0
45870,47037,6/8/2020,146,0
46009,47093,6/8/2020,12,0
46148,47149,6/8/2020,43,0
46287,47157,6/8/2020,145,3
46426,47165,6/8/2020,12,0
46565,47187,6/8/2020,9,0
46704,47189,6/8/2020,2,0
46843,48029,6/8/2020,21,0
46982,48039,6/8/2020,0,0
47121,48041,6/8/2020,21,0
47260,48061,6/8/2020,0,0
47399,48085,6/8/2020,0,0
47538,48113,6/8/2020,263,2
47677,48121,6/8/2020,14,0
47816,48141,6/8/2020,0,0
47955,48157,6/8/2020,0,0
48094,48167,6/8/2020,22,0
48233,48201,6/8/2020,163,2
48372,48215,6/8/2020,0,0
48511,48245,6/8/2020,0,0
48650,48303,6/8/2020,6,0
48789,48339,6/8/2020,0,0
48928,48375,6/8/2020,0,0
49067,48381,6/8/2020,0,0
49206,48439,6/8/2020,77,2
49345,48441,6/8/2020,0,0
49484,48453,6/8/2020,35,0
49623,48479,6/8/2020,0,0
49762,48491,6/8/2020,7,0
49901,49011,6/8/2020,23,1
50040,49035,6/8/2020,210,2
50179,49049,6/8/2020,127,0
50318,50007,6/8/2020,8,0
50457,51013,6/8/2020,31,1
50596,51041,6/8/2020,35,0
50735,51059,6/8/2020,148,0
50874,51087,6/8/2020,32,0
51013,51107,6/8/2020,53,0
51152,51153,6/8/2020,71,0
51291,51177,6/8/2020,12,0
51430,51179,6/8/2020,12,0
51569,51510,6/8/2020,7,0
51708,51550,6/8/2020,4,0
51847,51710,6/8/2020,27,0
51986,51760,6/8/2020,30,0
52125,51810,6/8/2020,9,0
52264,53005,6/8/2020,29,0
52403,53011,6/8/2020,4,0
52542,53033,6/8/2020,39,1
52681,53053,6/8/2020,6,0
52820,53057,6/8/2020,1,0
52959,53061,6/8/2020,6,1
53098,53063,6/8/2020,26,0
53237,53073,6/8/2020,9,0
53376,53077,6/8/2020,156,1
53515,55009,6/8/2020,0,0
53654,55025,6/8/2020,13,0
53793,55059,6/8/2020,12,0
53932,55079,6/8/2020,87,0
54071,55101,6/8/2020,1,0
54210,55105,6/8/2020,22,0
54349,55127,6/8/2020,5,0
54488,55133,6/8/2020,15,0
138,1073,6/7/2020,59,1
277,1081,6/7/2020,7,0
416,1097,6/7/2020,56,0
555,1101,6/7/2020,61,1
694,1117,6/7/2020,7,0
833,1125,6/7/2020,19,1
972,4005,6/7/2020,15,0
1111,4013,6/7/2020,737,2
1250,4017,6/7/2020,46,0
1389,4019,6/7/2020,148,0
1528,4021,6/7/2020,45,0
1667,5119,6/7/2020,12,0
1806,6001,6/7/2020,69,0
1945,6013,6/7/2020,35,1
2084,6019,6/7/2020,0,0
2223,6025,6/7/2020,0,0
2362,6029,6/7/2020,70,0
2501,6031,6/7/2020,0,0
2640,6037,6/7/2020,1506,25
2779,6053,6/7/2020,0,0
2918,6059,6/7/2020,119,1
3057,6065,6/7/2020,184,0
3196,6067,6/7/2020,0,0
3335,6071,6/7/2020,73,0
3474,6073,6/7/2020,131,0
3613,6075,6/7/2020,35,0
3752,6077,6/7/2020,43,0
3891,6081,6/7/2020,0,0
4030,6083,6/7/2020,0,0
4169,6085,6/7/2020,22,1
4308,6095,6/7/2020,0,0
4447,6097,6/7/2020,18,0
4586,6099,6/7/2020,36,0
4725,6107,6/7/2020,0,0
4864,6111,6/7/2020,0,0
5003,8001,6/7/2020,23,0
5142,8005,6/7/2020,11,0
5281,8013,6/7/2020,5,0
5420,8031,6/7/2020,27,0
5559,8035,6/7/2020,3,0
5698,8037,6/7/2020,1,0
5837,8041,6/7/2020,17,0
5976,8059,6/7/2020,3,0
6115,8069,6/7/2020,3,0
6254,8123,6/7/2020,17,0
6393,9001,6/7/2020,36,3
6532,9003,6/7/2020,62,8
6671,9005,6/7/2020,6,0
6810,9007,6/7/2020,11,2
6949,9009,6/7/2020,11,3
7088,9011,6/7/2020,7,0
7227,9013,6/7/2020,0,0
7366,9015,6/7/2020,4,0
7505,10001,6/7/2020,15,4
7644,10003,6/7/2020,75,2
7783,10005,6/7/2020,4,2
7922,11001,6/7/2020,63,6
8061,12001,6/7/2020,3,0
8200,12009,6/7/2020,4,0
8339,12011,6/7/2020,114,5
8478,12015,6/7/2020,5,0
8617,12019,6/7/2020,4,0
8756,12021,6/7/2020,71,0
8895,12031,6/7/2020,28,1
9034,12033,6/7/2020,9,0
9173,12057,6/7/2020,105,0
9312,12071,6/7/2020,36,0
9451,12081,6/7/2020,12,0
9590,12085,6/7/2020,58,1
9729,12086,6/7/2020,248,0
9868,12095,6/7/2020,60,0
10007,12097,6/7/2020,4,1
10146,12099,6/7/2020,156,2
10285,12101,6/7/2020,5,0
10424,12103,6/7/2020,52,0
10563,12105,6/7/2020,33,1
10702,12111,6/7/2020,20,0
10841,12115,6/7/2020,11,0
10980,12117,6/7/2020,11,0
11119,12127,6/7/2020,15,0
11258,13015,6/7/2020,1,0
11397,13021,6/7/2020,4,0
11536,13045,6/7/2020,4,0
11675,13051,6/7/2020,3,0
11814,13057,6/7/2020,8,0
11953,13063,6/7/2020,10,0
12092,13067,6/7/2020,24,0
12231,13077,6/7/2020,4,0
12370,13089,6/7/2020,27,0
12509,13095,6/7/2020,0,0
12648,13097,6/7/2020,2,0
12787,13117,6/7/2020,3,0
12926,13121,6/7/2020,23,0
13065,13135,6/7/2020,102,0
13204,13139,6/7/2020,2,0
13343,13151,6/7/2020,5,0
13482,13153,6/7/2020,3,0
13621,13215,6/7/2020,20,0
13760,13245,6/7/2020,1,0
13899,15003,6/7/2020,2,0
14038,16001,6/7/2020,0,0
14177,16027,6/7/2020,0,0
14316,17019,6/7/2020,6,0
14455,17031,6/7/2020,503,31
14594,17043,6/7/2020,65,4
14733,17089,6/7/2020,53,0
14872,17091,6/7/2020,2,0
15011,17093,6/7/2020,1,0
15150,17097,6/7/2020,78,2
15289,17111,6/7/2020,17,0
15428,17119,6/7/2020,5,0
15567,17161,6/7/2020,4,0
15706,17163,6/7/2020,18,1
15845,17197,6/7/2020,32,3
15984,17201,6/7/2020,38,0
16123,18003,6/7/2020,32,2
16262,18019,6/7/2020,3,0
16401,18039,6/7/2020,80,0
16540,18057,6/7/2020,2,0
16679,18063,6/7/2020,6,0
16818,18081,6/7/2020,4,0
16957,18089,6/7/2020,25,1
17096,18091,6/7/2020,2,0
17235,18095,6/7/2020,0,0
17374,18097,6/7/2020,50,5
17513,18127,6/7/2020,7,0
17652,18141,6/7/2020,29,0
17791,19013,6/7/2020,2,1
17930,19103,6/7/2020,2,0
18069,19113,6/7/2020,2,1
18208,19153,6/7/2020,46,1
18347,19163,6/7/2020,2,0
18486,19193,6/7/2020,14,0
18625,20091,6/7/2020,1,3
18764,20173,6/7/2020,30,0
18903,20209,6/7/2020,0,0
19042,21015,6/7/2020,0,0
19181,21067,6/7/2020,0,0
19320,21111,6/7/2020,0,0
19459,21117,6/7/2020,0,0
19598,21227,6/7/2020,0,0
19737,22005,6/7/2020,6,0
19876,22015,6/7/2020,10,1
20015,22017,6/7/2020,18,0
20154,22019,6/7/2020,5,0
20293,22033,6/7/2020,38,2
20432,22051,6/7/2020,31,1
20571,22055,6/7/2020,14,0
20710,22063,6/7/2020,4,0
20849,22071,6/7/2020,8,0
20988,22073,6/7/2020,38,1
21127,22079,6/7/2020,31,0
21266,22103,6/7/2020,9,2
21405,22105,6/7/2020,9,0
21544,22109,6/7/2020,6,0
21683,23005,6/7/2020,17,1
21822,24003,6/7/2020,26,0
21961,24005,6/7/2020,57,2
22100,24013,6/7/2020,2,0
22239,24017,6/7/2020,6,0
22378,24021,6/7/2020,14,0
22517,24025,6/7/2020,10,1
22656,24027,6/7/2020,31,2
22795,24031,6/7/2020,110,4
22934,24033,6/7/2020,118,3
23073,24043,6/7/2020,3,0
23212,24045,6/7/2020,2,0
23351,24510,6/7/2020,88,5
23490,25001,6/7/2020,6,0
23629,25003,6/7/2020,1,0
23768,25005,6/7/2020,48,2
23907,25009,6/7/2020,47,5
24046,25013,6/7/2020,16,2
24185,25015,6/7/2020,1,3
24324,25017,6/7/2020,68,4
24463,25021,6/7/2020,24,4
24602,25023,6/7/2020,16,3
24741,25025,6/7/2020,46,1
24880,25027,6/7/2020,36,3
25019,26021,6/7/2020,4,1
25158,26025,6/7/2020,1,0
25297,26049,6/7/2020,19,0
25436,26065,6/7/2020,5,0
25575,26075,6/7/2020,1,1
25714,26077,6/7/2020,3,0
25853,26081,6/7/2020,26,1
25992,26093,6/7/2020,2,0
26131,26099,6/7/2020,57,0
26270,26115,6/7/2020,1,0
26409,26121,6/7/2020,14,0
26548,26125,6/7/2020,25,0
26687,26139,6/7/2020,3,0
26826,26145,6/7/2020,10,0
26965,26147,6/7/2020,0,0
27104,26161,6/7/2020,2,0
27243,26163,6/7/2020,224,1
27382,27003,6/7/2020,30,1
27521,27037,6/7/2020,23,1
27660,27053,6/7/2020,117,9
27799,27109,6/7/2020,12,0
27938,27123,6/7/2020,62,3
28077,27145,6/7/2020,7,1
28216,28033,6/7/2020,6,0
28355,28049,6/7/2020,26,0
28494,28059,6/7/2020,4,0
28633,28089,6/7/2020,8,0
28772,29095,6/7/2020,32,0
28911,29099,6/7/2020,1,0
29050,29183,6/7/2020,2,0
29189,29189,6/7/2020,25,0
29328,29510,6/7/2020,5,0
29467,31055,6/7/2020,50,0
29606,31109,6/7/2020,9,0
29745,32003,6/7/2020,152,1
29884,32031,6/7/2020,0,0
30023,33011,6/7/2020,22,0
30162,33015,6/7/2020,2,0
30301,34001,6/7/2020,34,0
30440,34003,6/7/2020,20,6
30579,34005,6/7/2020,16,13
30718,34007,6/7/2020,14,5
30857,34011,6/7/2020,7,0
30996,34013,6/7/2020,11,6
31135,34015,6/7/2020,9,0
31274,34017,6/7/2020,17,8
31413,34019,6/7/2020,1,1
31552,34021,6/7/2020,18,1
31691,34023,6/7/2020,0,8
31830,34025,6/7/2020,24,4
31969,34027,6/7/2020,8,0
32108,34029,6/7/2020,43,7
32247,34031,6/7/2020,13,3
32386,34035,6/7/2020,0,1
32525,34037,6/7/2020,4,0
32664,34039,6/7/2020,70,3
32803,34041,6/7/2020,0,0
32942,35001,6/7/2020,17,1
33081,35043,6/7/2020,12,0
33220,35045,6/7/2020,43,1
33359,36001,6/7/2020,8,0
33498,36005,6/7/2020,98,6
33637,36007,6/7/2020,7,1
33776,36027,6/7/2020,5,1
33915,36029,6/7/2020,57,2
34054,36047,6/7/2020,165,8
34193,36055,6/7/2020,23,1
34332,36059,6/7/2020,51,7
34471,36061,6/7/2020,56,6
34610,36063,6/7/2020,3,1
34749,36065,6/7/2020,16,2
34888,36067,6/7/2020,17,1
35027,36071,6/7/2020,6,2
35166,36081,6/7/2020,113,11
35305,36083,6/7/2020,3,0
35444,36085,6/7/2020,26,4
35583,36087,6/7/2020,10,0
35722,36091,6/7/2020,1,1
35861,36093,6/7/2020,1,1
36000,36103,6/7/2020,51,8
36139,36111,6/7/2020,4,0
36278,36119,6/7/2020,30,0
36417,37025,6/7/2020,17,0
36556,37051,6/7/2020,7,0
36695,37063,6/7/2020,89,0
36834,37067,6/7/2020,53,0
36973,37081,6/7/2020,41,0
37112,37089,6/7/2020,4,0
37251,37119,6/7/2020,151,3
37390,37151,6/7/2020,13,0
37529,37155,6/7/2020,3,0
37668,37159,6/7/2020,26,0
37807,37179,6/7/2020,8,0
37946,37183,6/7/2020,80,0
38085,37191,6/7/2020,38,0
38224,38017,6/7/2020,31,0
38363,39017,6/7/2020,14,0
38502,39029,6/7/2020,2,0
38641,39035,6/7/2020,31,3
38780,39049,6/7/2020,106,2
38919,39061,6/7/2020,29,0
39058,39093,6/7/2020,10,0
39197,39095,6/7/2020,8,0
39336,39099,6/7/2020,9,0
39475,39113,6/7/2020,25,0
39614,39133,6/7/2020,1,0
39753,39151,6/7/2020,4,0
39892,39153,6/7/2020,8,0
40031,39155,6/7/2020,5,0
40170,40027,6/7/2020,1,0
40309,40109,6/7/2020,9,0
40448,40143,6/7/2020,23,1
40587,41047,6/7/2020,19,0
40726,41051,6/7/2020,38,2
40865,41067,6/7/2020,10,0
41004,42003,6/7/2020,14,0
41143,42007,6/7/2020,5,0
41282,42011,6/7/2020,17,0
41421,42017,6/7/2020,18,0
41560,42029,6/7/2020,39,0
41699,42037,6/7/2020,3,0
41838,42041,6/7/2020,4,0
41977,42043,6/7/2020,30,1
42116,42045,6/7/2020,29,1
42255,42055,6/7/2020,3,0
42394,42069,6/7/2020,4,0
42533,42071,6/7/2020,57,1
42672,42075,6/7/2020,41,0
42811,42077,6/7/2020,12,0
42950,42079,6/7/2020,2,0
43089,42089,6/7/2020,0,0
43228,42091,6/7/2020,40,1
43367,42095,6/7/2020,7,1
43506,42101,6/7/2020,103,6
43645,42103,6/7/2020,1,0
43784,42107,6/7/2020,0,1
43923,42129,6/7/2020,2,0
44062,42133,6/7/2020,33,0
44201,44003,6/7/2020,0,0
44340,44007,6/7/2020,0,0
44479,44009,6/7/2020,0,0
44618,45013,6/7/2020,9,0
44757,45019,6/7/2020,31,0
44896,45041,6/7/2020,6,0
45035,45045,6/7/2020,48,0
45174,45063,6/7/2020,29,0
45313,45079,6/7/2020,30,0
45452,45083,6/7/2020,39,0
45591,45085,6/7/2020,14,0
45730,46099,6/7/2020,10,0
45869,47037,6/7/2020,59,0
46008,47093,6/7/2020,8,0
46147,47149,6/7/2020,36,0
46286,47157,6/7/2020,48,1
46425,47165,6/7/2020,8,0
46564,47187,6/7/2020,15,0
46703,47189,6/7/2020,6,0
46842,48029,6/7/2020,147,0
46981,48039,6/7/2020,0,0
47120,48041,6/7/2020,40,0
47259,48061,6/7/2020,29,0
47398,48085,6/7/2020,0,0
47537,48113,6/7/2020,289,2
47676,48121,6/7/2020,19,0
47815,48141,6/7/2020,78,0
47954,48157,6/7/2020,0,0
48093,48167,6/7/2020,66,0
48232,48201,6/7/2020,483,6
48371,48215,6/7/2020,22,1
48510,48245,6/7/2020,8,0
48649,48303,6/7/2020,7,0
48788,48339,6/7/2020,0,0
48927,48375,6/7/2020,2,0
49066,48381,6/7/2020,1,0
49205,48439,6/7/2020,88,2
49344,48441,6/7/2020,0,0
49483,48453,6/7/2020,46,0
49622,48479,6/7/2020,0,0
49761,48491,6/7/2020,12,1
49900,49011,6/7/2020,0,0
50039,49035,6/7/2020,0,0
50178,49049,6/7/2020,0,0
50317,50007,6/7/2020,17,0
50456,51013,6/7/2020,30,1
50595,51041,6/7/2020,34,0
50734,51059,6/7/2020,399,1
50873,51087,6/7/2020,63,0
51012,51107,6/7/2020,155,0
51151,51153,6/7/2020,86,8
51290,51177,6/7/2020,61,0
51429,51179,6/7/2020,38,0
51568,51510,6/7/2020,25,0
51707,51550,6/7/2020,15,0
51846,51710,6/7/2020,0,0
51985,51760,6/7/2020,29,1
52124,51810,6/7/2020,3,0
52263,53005,6/7/2020,24,0
52402,53011,6/7/2020,3,2
52541,53033,6/7/2020,40,2
52680,53053,6/7/2020,15,0
52819,53057,6/7/2020,0,0
52958,53061,6/7/2020,8,0
53097,53063,6/7/2020,14,0
53236,53073,6/7/2020,1,0
53375,53077,6/7/2020,143,0
53514,55009,6/7/2020,3,0
53653,55025,6/7/2020,29,0
53792,55059,6/7/2020,7,0
53931,55079,6/7/2020,125,0
54070,55101,6/7/2020,4,0
54209,55105,6/7/2020,0,0
54348,55127,6/7/2020,0,0
54487,55133,6/7/2020,13,1
137,1073,6/6/2020,53,0
276,1081,6/6/2020,14,0
415,1097,6/6/2020,36,1
554,1101,6/6/2020,88,3
693,1117,6/6/2020,6,0
832,1125,6/6/2020,43,1
971,4005,6/6/2020,19,0
1110,4013,6/6/2020,670,10
1249,4017,6/6/2020,48,4
1388,4019,6/6/2020,67,3
1527,4021,6/6/2020,49,0
1666,5119,6/6/2020,26,0
1805,6001,6/6/2020,80,0
1944,6013,6/6/2020,56,0
2083,6019,6/6/2020,42,0
2222,6025,6/6/2020,0,0
2361,6029,6/6/2020,116,0
2500,6031,6/6/2020,40,0
2639,6037,6/6/2020,1293,55
2778,6053,6/6/2020,4,0
2917,6059,6/6/2020,257,2
3056,6065,6/6/2020,227,0
3195,6067,6/6/2020,0,0
3334,6071,6/6/2020,110,7
3473,6073,6/6/2020,165,2
3612,6075,6/6/2020,14,0
3751,6077,6/6/2020,68,1
3890,6081,6/6/2020,31,0
4029,6083,6/6/2020,0,0
4168,6085,6/6/2020,28,0
4307,6095,6/6/2020,0,0
4446,6097,6/6/2020,14,0
4585,6099,6/6/2020,25,2
4724,6107,6/6/2020,0,0
4863,6111,6/6/2020,0,0
5002,8001,6/6/2020,37,1
5141,8005,6/6/2020,35,0
5280,8013,6/6/2020,3,0
